density,agents,seed,method,success,expansions,cost,runtime
0.0,10,22,cardinal,1,3,68,0.00176
0.0,10,22,cardinal+bp,1,3,68,0.00141
0.0,10,22,linear,1,3,68,0.00181
0.0,10,22,linear+bp,1,3,68,0.00145
0.0,10,23,cardinal,1,6,69,0.00288
0.0,10,23,cardinal+bp,1,6,69,0.0027
0.0,10,23,linear,1,6,69,0.00302
0.0,10,23,linear+bp,1,8,69,0.00347
0.0,10,24,cardinal,1,10,58,0.00452
0.0,10,24,cardinal+bp,1,13,58,0.00495
0.0,10,24,linear,1,10,58,0.00456
0.0,10,24,linear+bp,1,11,58,0.00383
0.0,10,25,cardinal,1,4,54,0.00127
0.0,10,25,cardinal+bp,1,4,54,0.00099
0.0,10,25,linear,1,4,54,0.00149
0.0,10,25,linear+bp,1,4,54,0.00106
0.0,10,26,cardinal,1,5,48,0.00219
0.0,10,26,cardinal+bp,1,6,48,0.00288
0.0,10,26,linear,1,6,48,0.00281
0.0,10,26,linear+bp,1,8,48,0.00419
0.0,10,27,cardinal,1,6,55,0.00313
0.0,10,27,cardinal+bp,1,8,55,0.00407
0.0,10,27,linear,1,6,55,0.00369
0.0,10,27,linear+bp,1,8,55,0.00426
0.0,10,28,cardinal,1,27,52,0.00861
0.0,10,28,cardinal+bp,1,31,52,0.01195
0.0,10,28,linear,1,20,52,0.00784
0.0,10,28,linear+bp,1,26,52,0.01189
0.0,10,29,cardinal,1,4,61,0.00183
0.0,10,29,cardinal+bp,1,4,61,0.00135
0.0,10,29,linear,1,4,61,0.00191
0.0,10,29,linear+bp,1,4,61,0.00144
0.0,10,30,cardinal,1,6,62,0.00285
0.0,10,30,cardinal+bp,1,6,62,0.00269
0.0,10,30,linear,1,7,62,0.00338
0.0,10,30,linear+bp,1,8,62,0.00336
0.0,10,31,cardinal,1,20,59,0.01237
0.0,10,31,cardinal+bp,1,19,59,0.01218
0.0,10,31,linear,1,16,59,0.00869
0.0,10,31,linear+bp,1,27,59,0.01855
0.0,10,32,cardinal,1,5,56,0.00295
0.0,10,32,cardinal+bp,1,6,56,0.00368
0.0,10,32,linear,1,5,56,0.00329
0.0,10,32,linear+bp,1,6,56,0.00379
0.0,10,33,cardinal,1,2,53,0.00085
0.0,10,33,cardinal+bp,1,2,53,0.00072
0.0,10,33,linear,1,2,53,0.00092
0.0,10,33,linear+bp,1,2,53,0.00077
0.0,10,34,cardinal,1,8,58,0.00447
0.0,10,34,cardinal+bp,1,12,58,0.00708
0.0,10,34,linear,1,8,58,0.00476
0.0,10,34,linear+bp,1,13,58,0.00798
0.0,10,35,cardinal,1,5,60,0.0029
0.0,10,35,cardinal+bp,1,6,60,0.00315
0.0,10,35,linear,1,5,60,0.00297
0.0,10,35,linear+bp,1,6,60,0.00324
0.0,10,36,cardinal,1,4,53,0.0017
0.0,10,36,cardinal+bp,1,4,53,0.00133
0.0,10,36,linear,1,4,53,0.00191
0.0,10,36,linear+bp,1,4,53,0.00137
0.0,10,37,cardinal,1,7,58,0.00318
0.0,10,37,cardinal+bp,1,8,58,0.00312
0.0,10,37,linear,1,7,58,0.00375
0.0,10,37,linear+bp,1,9,58,0.00393
0.0,10,38,cardinal,1,24,46,0.00804
0.0,10,38,cardinal+bp,1,17,46,0.0076
0.0,10,38,linear,1,24,46,0.0087
0.0,10,38,linear+bp,1,16,46,0.0082
0.0,10,39,cardinal,1,19,62,0.00756
0.0,10,39,cardinal+bp,1,35,62,0.01778
0.0,10,39,linear,1,20,62,0.00873
0.0,10,39,linear+bp,1,46,62,0.02652
0.0,10,40,cardinal,1,39,58,0.01556
0.0,10,40,cardinal+bp,1,37,58,0.02043
0.0,10,40,linear,1,61,58,0.02709
0.0,10,40,linear+bp,1,67,58,0.03794
0.0,10,41,cardinal,1,6,54,0.00295
0.0,10,41,cardinal+bp,1,6,54,0.00293
0.0,10,41,linear,1,6,54,0.00315
0.0,10,41,linear+bp,1,6,54,0.00298
0.0,10,42,cardinal,1,45,47,0.01146
0.0,10,42,cardinal+bp,1,37,47,0.01316
0.0,10,42,linear,1,51,47,0.01414
0.0,10,42,linear+bp,1,40,47,0.01452
0.0,10,43,cardinal,1,8,68,0.00405
0.0,10,43,cardinal+bp,1,10,68,0.00618
0.0,10,43,linear,1,6,68,0.00336
0.0,10,43,linear+bp,1,6,68,0.00402
0.0,10,44,cardinal,1,27,48,0.011
0.0,10,44,cardinal+bp,1,52,48,0.02341
0.0,10,44,linear,1,33,48,0.01443
0.0,10,44,linear+bp,1,55,48,0.02484
0.0,10,45,cardinal,1,7,64,0.00317
0.0,10,45,cardinal+bp,1,7,64,0.00283
0.0,10,45,linear,1,8,64,0.00379
0.0,10,45,linear+bp,1,9,64,0.00365
0.0,10,46,cardinal,1,11,59,0.00547
0.0,10,46,cardinal+bp,1,14,59,0.00599
0.0,10,46,linear,1,9,59,0.00497
0.0,10,46,linear+bp,1,14,59,0.00818
0.0,10,47,cardinal,1,6,54,0.00239
0.0,10,47,cardinal+bp,1,6,54,0.00214
0.0,10,47,linear,1,8,54,0.00361
0.0,10,47,linear+bp,1,8,54,0.00313
0.0,10,48,cardinal,1,8,60,0.00717
0.0,10,48,cardinal+bp,1,12,60,0.0123
0.0,10,48,linear,1,8,60,0.00858
0.0,10,48,linear+bp,1,10,60,0.01159
0.0,10,49,cardinal,1,4,63,0.00185
0.0,10,49,cardinal+bp,1,4,63,0.00146
0.0,10,49,linear,1,5,63,0.00242
0.0,10,49,linear+bp,1,5,63,0.00184
0.0,12,0,cardinal,1,4,63,0.00183
0.0,12,0,cardinal+bp,1,4,63,0.00138
0.0,12,0,linear,1,4,63,0.00194
0.0,12,0,linear+bp,1,4,63,0.00143
0.0,12,1,cardinal,1,18,73,0.0095
0.0,12,1,cardinal+bp,1,14,73,0.00724
0.0,12,1,linear,1,13,73,0.00748
0.0,12,1,linear+bp,1,13,73,0.00729
0.0,12,2,cardinal,1,9,62,0.00391
0.0,12,2,cardinal+bp,1,11,62,0.00461
0.0,12,2,linear,1,9,62,0.00426
0.0,12,2,linear+bp,1,11,62,0.00494
0.0,12,3,cardinal,1,9,65,0.00333
0.0,12,3,cardinal+bp,1,8,65,0.00338
0.0,12,3,linear,1,9,65,0.00374
0.0,12,3,linear+bp,1,8,65,0.00365
0.0,12,4,cardinal,1,66,55,0.02313
0.0,12,4,cardinal+bp,1,46,55,0.01677
0.0,12,4,linear,1,14,55,0.00597
0.0,12,4,linear+bp,1,16,55,0.00708
0.0,12,5,cardinal,1,12,62,0.00557
0.0,12,5,cardinal+bp,1,11,62,0.00596
0.0,12,5,linear,1,13,62,0.00674
0.0,12,5,linear+bp,1,10,62,0.00605
0.0,12,6,cardinal,1,5,76,0.0031
0.0,12,6,cardinal+bp,1,5,76,0.00243
0.0,12,6,linear,1,5,76,0.00324
0.0,12,6,linear+bp,1,5,76,0.00262
0.0,12,7,cardinal,1,15,77,0.00849
0.0,12,7,cardinal+bp,1,20,77,0.01327
0.0,12,7,linear,1,15,77,0.00952
0.0,12,7,linear+bp,1,17,77,0.01124
0.0,12,8,cardinal,1,60,64,0.02298
0.0,12,8,cardinal+bp,1,58,64,0.02771
0.0,12,8,linear,1,107,64,0.05017
0.0,12,8,linear+bp,1,109,64,0.06743
0.0,12,9,cardinal,1,15,65,0.00821
0.0,12,9,cardinal+bp,1,22,65,0.01289
0.0,12,9,linear,1,15,65,0.0088
0.0,12,9,linear+bp,1,20,65,0.01263
0.0,12,10,cardinal,1,32,76,0.01656
0.0,12,10,cardinal+bp,1,25,76,0.01504
0.0,12,10,linear,1,26,76,0.0145
0.0,12,10,linear+bp,1,22,76,0.01415
0.0,12,11,cardinal,1,7,53,0.00288
0.0,12,11,cardinal+bp,1,7,53,0.0031
0.0,12,11,linear,1,9,53,0.00424
0.0,12,11,linear+bp,1,9,53,0.00516
0.0,12,12,cardinal,1,14,69,0.00571
0.0,12,12,cardinal+bp,1,15,69,0.00715
0.0,12,12,linear,1,16,69,0.00792
0.0,12,12,linear+bp,1,20,69,0.0112
0.0,12,13,cardinal,1,26,64,0.01281
0.0,12,13,cardinal+bp,1,27,64,0.0165
0.0,12,13,linear,1,18,64,0.01049
0.0,12,13,linear+bp,1,21,64,0.01393
0.0,12,14,cardinal,1,9,57,0.0041
0.0,12,14,cardinal+bp,1,8,57,0.00405
0.0,12,14,linear,1,8,57,0.00397
0.0,12,14,linear+bp,1,7,57,0.00402
0.0,12,15,cardinal,1,4,53,0.00129
0.0,12,15,cardinal+bp,1,4,53,0.00096
0.0,12,15,linear,1,4,53,0.00138
0.0,12,15,linear+bp,1,4,53,0.001
0.0,12,16,cardinal,1,39,57,0.02267
0.0,12,16,cardinal+bp,1,22,57,0.01785
0.0,12,16,linear,1,12,57,0.00969
0.0,12,16,linear+bp,1,15,57,0.01369
0.0,12,17,cardinal,1,18,70,0.00841
0.0,12,17,cardinal+bp,1,31,70,0.01945
0.0,12,17,linear,1,18,70,0.00939
0.0,12,17,linear+bp,1,19,70,0.01037
0.0,12,18,cardinal,1,18,59,0.00851
0.0,12,18,cardinal+bp,1,16,59,0.00901
0.0,12,18,linear,1,18,59,0.00914
0.0,12,18,linear+bp,1,16,59,0.00959
0.0,12,19,cardinal,1,17,64,0.00789
0.0,12,19,cardinal+bp,1,19,64,0.00933
0.0,12,19,linear,1,17,64,0.00856
0.0,12,19,linear+bp,1,18,64,0.00955
0.0,12,20,cardinal,1,7,57,0.00299
0.0,12,20,cardinal+bp,1,8,57,0.0029
0.0,12,20,linear,1,6,57,0.00274
0.0,12,20,linear+bp,1,7,57,0.00283
0.0,12,21,cardinal,1,22,82,0.01064
0.0,12,21,cardinal+bp,1,26,82,0.01296
0.0,12,21,linear,1,22,82,0.01151
0.0,12,21,linear+bp,1,27,82,0.01402
0.0,12,22,cardinal,1,113,78,0.05649
0.0,12,22,cardinal+bp,1,68,78,0.0497
0.0,12,22,linear,1,32,78,0.01936
0.0,12,22,linear+bp,1,30,78,0.0254
0.0,12,23,cardinal,1,14,80,0.00726
0.0,12,23,cardinal+bp,1,17,80,0.01016
0.0,12,23,linear,1,16,80,0.00863
0.0,12,23,linear+bp,1,25,80,0.01558
0.0,12,24,cardinal,1,16,71,0.00807
0.0,12,24,cardinal+bp,1,19,71,0.00979
0.0,12,24,linear,1,17,71,0.00906
0.0,12,24,linear+bp,1,21,71,0.01035
0.0,12,25,cardinal,1,7,62,0.00247
0.0,12,25,cardinal+bp,1,7,62,0.00186
0.0,12,25,linear,1,7,62,0.0028
0.0,12,25,linear+bp,1,10,62,0.00321
0.0,12,26,cardinal,1,6,61,0.00297
0.0,12,26,cardinal+bp,1,7,61,0.0036
0.0,12,26,linear,1,7,61,0.00386
0.0,12,26,linear+bp,1,9,61,0.00509
0.0,12,27,cardinal,1,29,70,0.01634
0.0,12,27,cardinal+bp,1,42,70,0.03061
0.0,12,27,linear,1,21,70,0.01415
0.0,12,27,linear+bp,1,29,70,0.02218
0.0,12,28,cardinal,1,59,60,0.02102
0.0,12,28,cardinal+bp,1,48,60,0.0225
0.0,12,28,linear,1,42,60,0.01952
0.0,12,28,linear+bp,1,48,60,0.02433
0.0,12,29,cardinal,1,4,70,0.00226
0.0,12,29,cardinal+bp,1,4,70,0.00166
0.0,12,29,linear,1,6,70,0.00293
0.0,12,29,linear+bp,1,6,70,0.00251
0.0,12,30,cardinal,1,9,75,0.00494
0.0,12,30,cardinal+bp,1,11,75,0.00529
0.0,12,30,linear,1,12,75,0.00663
0.0,12,30,linear+bp,1,13,75,0.00666
0.0,12,31,cardinal,1,31,69,0.01899
0.0,12,31,cardinal+bp,1,30,69,0.02162
0.0,12,31,linear,1,29,69,0.01755
0.0,12,31,linear+bp,1,39,69,0.02786
0.0,12,32,cardinal,1,7,63,0.00462
0.0,12,32,cardinal+bp,1,8,63,0.00506
0.0,12,32,linear,1,6,63,0.00443
0.0,12,32,linear+bp,1,8,63,0.00535
0.0,12,33,cardinal,1,5,68,0.00304
0.0,12,33,cardinal+bp,1,5,68,0.00291
0.0,12,33,linear,1,5,68,0.00325
0.0,12,33,linear+bp,1,5,68,0.00296
0.0,12,34,cardinal,1,12,69,0.0078
0.0,12,34,cardinal+bp,1,18,69,0.0124
0.0,12,34,linear,1,12,69,0.00831
0.0,12,34,linear+bp,1,18,69,0.01333
0.0,12,35,cardinal,1,5,78,0.00355
0.0,12,35,cardinal+bp,1,5,78,0.00355
0.0,12,35,linear,1,5,78,0.00371
0.0,12,35,linear+bp,1,5,78,0.00419
0.0,12,36,cardinal,1,5,66,0.00257
0.0,12,36,cardinal+bp,1,5,66,0.00232
0.0,12,36,linear,1,6,66,0.00314
0.0,12,36,linear+bp,1,6,66,0.00305
0.0,12,37,cardinal,1,10,69,0.00535
0.0,12,37,cardinal+bp,1,14,69,0.00598
0.0,12,37,linear,1,10,69,0.00542
0.0,12,37,linear+bp,1,16,69,0.00705
0.0,12,38,cardinal,1,24,56,0.00958
0.0,12,38,cardinal+bp,1,17,56,0.00878
0.0,12,38,linear,1,24,56,0.01022
0.0,12,38,linear+bp,1,16,56,0.00924
0.0,12,39,cardinal,1,23,79,0.01138
0.0,12,39,cardinal+bp,1,42,79,0.0243
0.0,12,39,linear,1,25,79,0.01317
0.0,12,39,linear+bp,1,39,79,0.02476
0.0,12,40,cardinal,1,400,70,0.1748
0.0,12,40,cardinal+bp,1,255,70,0.14825
0.0,12,40,linear,1,254,70,0.13372
0.0,12,40,linear+bp,1,317,70,0.2318
0.0,12,41,cardinal,1,10,64,0.00513
0.0,12,41,cardinal+bp,1,11,64,0.00568
0.0,12,41,linear,1,9,64,0.00564
0.0,12,41,linear+bp,1,11,64,0.00561
