density,agents,seed,method,success,expansions,cost
0.1,8,37,cardinal,1,7,41
0.1,8,37,linear,1,7,41
0.1,8,37,mlp,1,7,41
0.1,8,38,cardinal,1,3,32
0.1,8,38,linear,1,3,32
0.1,8,38,mlp,1,3,32
0.1,8,39,cardinal,1,3,53
0.1,8,39,linear,1,3,53
0.1,8,39,mlp,1,3,53
0.1,8,40,cardinal,1,3,52
0.1,8,40,linear,1,3,52
0.1,8,40,mlp,1,3,52
0.1,8,41,cardinal,1,5,43
0.1,8,41,linear,1,5,43
0.1,8,41,mlp,1,5,43
0.1,8,42,cardinal,1,7,51
0.1,8,42,linear,1,7,51
0.1,8,42,mlp,1,7,51
0.1,8,43,cardinal,1,9,41
0.1,8,43,linear,1,9,41
0.1,8,43,mlp,1,9,41
0.1,8,44,cardinal,1,4,50
0.1,8,44,linear,1,4,50
0.1,8,44,mlp,1,5,50
0.1,8,45,cardinal,1,2,41
0.1,8,45,linear,1,2,41
0.1,8,45,mlp,1,2,41
0.1,8,46,cardinal,1,7,57
0.1,8,46,linear,1,7,57
0.1,8,46,mlp,1,7,57
0.1,8,47,cardinal,1,3,53
0.1,8,47,linear,1,3,53
0.1,8,47,mlp,1,3,53
0.1,8,48,cardinal,1,3,45
0.1,8,48,linear,1,3,45
0.1,8,48,mlp,1,3,45
0.1,8,49,cardinal,1,16,53
0.1,8,49,linear,1,16,53
0.1,8,49,mlp,1,14,53
0.1,8,50,cardinal,1,7,46
0.1,8,50,linear,1,7,46
0.1,8,50,mlp,1,7,46
0.1,8,51,cardinal,1,3,44
0.1,8,51,linear,1,3,44
0.1,8,51,mlp,1,4,44
0.1,8,52,cardinal,1,8,48
0.1,8,52,linear,1,8,48
0.1,8,52,mlp,1,16,48
0.1,8,53,cardinal,1,11,49
0.1,8,53,linear,1,10,49
0.1,8,53,mlp,1,10,49
0.1,8,54,cardinal,1,122,51
0.1,8,54,linear,1,133,51
0.1,8,54,mlp,1,219,51
0.1,8,55,cardinal,1,6,40
0.1,8,55,linear,1,6,40
0.1,8,55,mlp,1,6,40
0.1,8,56,cardinal,1,54,47
0.1,8,56,linear,1,13,47
0.1,8,56,mlp,1,9,47
0.1,8,57,cardinal,1,1,31
0.1,8,57,linear,1,1,31
0.1,8,57,mlp,1,1,31
0.1,8,58,cardinal,1,9,56
0.1,8,58,linear,1,9,56
0.1,8,58,mlp,1,9,56
0.1,8,59,cardinal,1,5,56
0.1,8,59,linear,1,5,56
0.1,8,59,mlp,1,5,56
0.1,8,60,cardinal,1,3,52
0.1,8,60,linear,1,3,52
0.1,8,60,mlp,1,3,52
0.1,8,61,cardinal,1,7,53
0.1,8,61,linear,1,7,53
0.1,8,61,mlp,1,7,53
0.1,8,62,cardinal,1,10,44
0.1,8,62,linear,1,9,44
0.1,8,62,mlp,1,8,44
0.1,8,63,cardinal,1,9,45
0.1,8,63,linear,1,10,45
0.1,8,63,mlp,1,9,45
0.1,8,64,cardinal,1,3,34
0.1,8,64,linear,1,3,34
0.1,8,64,mlp,1,3,34
0.1,8,65,cardinal,1,12,36
0.1,8,65,linear,1,12,36
0.1,8,65,mlp,1,47,36
0.1,8,66,cardinal,1,9,55
0.1,8,66,linear,1,10,55
0.1,8,66,mlp,1,10,55
0.1,8,67,cardinal,1,5,48
0.1,8,67,linear,1,5,48
0.1,8,67,mlp,1,5,48
0.1,8,68,cardinal,1,11,53
0.1,8,68,linear,1,10,53
0.1,8,68,mlp,1,10,53
0.1,8,69,cardinal,1,3,46
0.1,8,69,linear,1,3,46
0.1,8,69,mlp,1,3,46
0.1,8,70,cardinal,1,5,44
0.1,8,70,linear,1,5,44
0.1,8,70,mlp,1,7,44
0.1,8,71,cardinal,1,9,42
0.1,8,71,linear,1,12,42
0.1,8,71,mlp,1,28,42
0.1,8,72,cardinal,1,12,40
0.1,8,72,linear,1,12,40
0.1,8,72,mlp,1,12,40
0.1,8,73,cardinal,1,1,30
0.1,8,73,linear,1,1,30
0.1,8,73,mlp,1,1,30
0.1,8,74,cardinal,1,3,33
0.1,8,74,linear,1,3,33
0.1,8,74,mlp,1,3,33
0.1,8,75,cardinal,1,6,41
0.1,8,75,linear,1,5,41
0.1,8,75,mlp,1,4,41
0.1,8,76,cardinal,1,6,43
0.1,8,76,linear,1,6,43
0.1,8,76,mlp,1,6,43
0.1,8,77,cardinal,1,4,40
0.1,8,77,linear,1,4,40
0.1,8,77,mlp,1,4,40
0.1,8,78,cardinal,1,6,49
0.1,8,78,linear,1,6,49
0.1,8,78,mlp,1,6,49
0.1,8,79,cardinal,1,17,43
0.1,8,79,linear,1,13,43
0.1,8,79,mlp,1,14,43
0.1,10,0,cardinal,1,11,58
0.1,10,0,linear,1,11,58
0.1,10,0,mlp,1,13,58
0.1,10,1,cardinal,1,11,77
0.1,10,1,linear,1,10,77
0.1,10,1,mlp,1,14,77
0.1,10,2,cardinal,1,8,42
0.1,10,2,linear,1,8,42
0.1,10,2,mlp,1,10,42
0.1,10,3,cardinal,1,75,60
0.1,10,3,linear,1,35,60
0.1,10,3,mlp,1,32,60
0.1,10,4,cardinal,1,8,63
0.1,10,4,linear,1,8,63
0.1,10,4,mlp,1,9,63
0.1,10,5,cardinal,1,23,71
0.1,10,5,linear,1,17,71
0.1,10,5,mlp,1,30,71
0.1,10,6,cardinal,1,10,51
0.1,10,6,linear,1,15,51
0.1,10,6,mlp,1,11,51
0.1,10,7,cardinal,1,9,64
0.1,10,7,linear,1,9,64
0.1,10,7,mlp,1,10,64
0.1,10,8,cardinal,1,8,54
0.1,10,8,linear,1,8,54
0.1,10,8,mlp,1,10,54
0.1,10,9,cardinal,1,53,56
0.1,10,9,linear,1,28,56
0.1,10,9,mlp,1,42,56
0.1,10,10,cardinal,1,30,63
0.1,10,10,linear,1,51,63
0.1,10,10,mlp,1,60,63
0.1,10,11,cardinal,1,42,47
0.1,10,11,linear,1,32,47
0.1,10,11,mlp,1,44,47
0.1,10,12,cardinal,1,14,56
0.1,10,12,linear,1,15,56
0.1,10,12,mlp,1,36,56
0.1,10,13,cardinal,1,37,62
0.1,10,13,linear,1,27,62
0.1,10,13,mlp,1,20,62
0.1,10,14,cardinal,1,11,64
0.1,10,14,linear,1,9,64
0.1,10,14,mlp,1,9,64
0.1,10,15,cardinal,1,3,52
0.1,10,15,linear,1,3,52
0.1,10,15,mlp,1,3,52
0.1,10,16,cardinal,1,13,59
0.1,10,16,linear,1,13,59
0.1,10,16,mlp,1,13,59
0.1,10,17,cardinal,1,137,57
0.1,10,17,linear,1,141,57
0.1,10,17,mlp,1,216,57
0.1,10,18,cardinal,1,19,58
0.1,10,18,linear,1,12,58
0.1,10,18,mlp,1,15,58
0.1,10,19,cardinal,1,26,58
0.1,10,19,linear,1,34,58
0.1,10,19,mlp,1,59,58
0.1,10,20,cardinal,1,3,46
0.1,10,20,linear,1,3,46
0.1,10,20,mlp,1,3,46
0.1,10,21,cardinal,1,30,53
0.1,10,21,linear,1,31,53
0.1,10,21,mlp,1,43,53
0.1,10,22,cardinal,1,4,55
0.1,10,22,linear,1,4,55
0.1,10,22,mlp,1,5,55
0.1,10,23,cardinal,1,8,52
0.1,10,23,linear,1,8,52
0.1,10,23,mlp,1,9,52
0.1,10,24,cardinal,1,7,73
0.1,10,24,linear,1,9,73
0.1,10,24,mlp,1,8,73
0.1,10,25,cardinal,1,3,63
0.1,10,25,linear,1,3,63
0.1,10,25,mlp,1,4,63
0.1,10,26,cardinal,1,129,51
0.1,10,26,linear,1,35,51
0.1,10,26,mlp,1,32,51
0.1,10,27,cardinal,1,12,54
0.1,10,27,linear,1,12,54
0.1,10,27,mlp,1,13,54
0.1,10,28,cardinal,1,38,58
0.1,10,28,linear,1,60,58
0.1,10,28,mlp,1,31,58
0.1,10,29,cardinal,1,6,45
0.1,10,29,linear,1,5,45
0.1,10,29,mlp,1,5,45
0.1,10,30,cardinal,1,88,57
0.1,10,30,linear,1,80,57
0.1,10,30,mlp,1,42,57
0.1,10,31,cardinal,1,34,55
0.1,10,31,linear,1,33,55
0.1,10,31,mlp,1,34,55
0.1,10,32,cardinal,1,6,62
0.1,10,32,linear,1,6,62
0.1,10,32,mlp,1,6,62
0.1,10,33,cardinal,1,202,48
0.1,10,33,linear,1,182,48
0.1,10,33,mlp,1,290,48
0.1,10,34,cardinal,1,23,60
0.1,10,34,linear,1,18,60
0.1,10,34,mlp,1,27,60
0.1,10,35,cardinal,1,19,45
0.1,10,35,linear,1,15,45
0.1,10,35,mlp,1,31,45
0.1,10,36,cardinal,1,9,52
0.1,10,36,linear,1,9,52
0.1,10,36,mlp,1,10,52
0.1,10,37,cardinal,1,10,55
0.1,10,37,linear,1,10,55
0.1,10,37,mlp,1,13,55
0.1,10,38,cardinal,1,18,50
0.1,10,38,linear,1,16,50
0.1,10,38,mlp,1,18,50
0.1,10,39,cardinal,1,6,71
0.1,10,39,linear,1,6,71
0.1,10,39,mlp,1,6,71
0.1,10,40,cardinal,1,16,68
0.1,10,40,linear,1,16,68
0.1,10,40,mlp,1,12,68
0.1,10,41,cardinal,1,21,59
0.1,10,41,linear,1,27,59
0.1,10,41,mlp,1,24,59
0.1,10,42,cardinal,1,7,60
0.1,10,42,linear,1,7,60
0.1,10,42,mlp,1,7,60
0.1,10,43,cardinal,1,77,50
0.1,10,43,linear,1,20,50
0.1,10,43,mlp,1,69,50
0.1,10,44,cardinal,1,7,59
0.1,10,44,linear,1,9,59
0.1,10,44,mlp,1,8,59
0.1,10,45,cardinal,1,4,54
0.1,10,45,linear,1,4,54
0.1,10,45,mlp,1,4,54
0.1,10,46,cardinal,1,10,75
0.1,10,46,linear,1,10,75
0.1,10,46,mlp,1,12,75
0.1,10,47,cardinal,1,5,69
0.1,10,47,linear,1,5,69
0.1,10,47,mlp,1,5,69
0.1,10,48,cardinal,1,5,54
0.1,10,48,linear,1,5,54
0.1,10,48,mlp,1,5,54
0.1,10,49,cardinal,1,179,62
0.1,10,49,linear,1,44,62
0.1,10,49,mlp,1,103,62
0.1,10,50,cardinal,1,10,57
0.1,10,50,linear,1,10,57
0.1,10,50,mlp,1,10,57
0.1,10,51,cardinal,1,5,60
0.1,10,51,linear,1,5,60
0.1,10,51,mlp,1,5,60
0.1,10,52,cardinal,1,10,55
0.1,10,52,linear,1,10,55
0.1,10,52,mlp,1,20,55
0.1,10,53,cardinal,1,27,59
0.1,10,53,linear,1,20,59
0.1,10,53,mlp,1,46,59
0.1,10,54,cardinal,1,2191,67
0.1,10,54,linear,1,2425,67
0.1,10,54,mlp,1,3848,67
0.1,10,55,cardinal,1,9,53
0.1,10,55,linear,1,8,53
0.1,10,55,mlp,1,10,53
0.1,10,56,cardinal,1,69,64
0.1,10,56,linear,1,58,64
0.1,10,56,mlp,1,66,64
0.1,10,57,cardinal,1,296,52
0.1,10,57,linear,1,40,52
0.1,10,57,mlp,1,287,52
0.1,10,58,cardinal,1,25,70
0.1,10,58,linear,1,35,70
0.1,10,58,mlp,1,16,70
0.1,10,59,cardinal,1,55,64
0.1,10,59,linear,1,25,64
0.1,10,59,mlp,1,31,64
0.1,10,60,cardinal,1,9,67
0.1,10,60,linear,1,9,67
0.1,10,60,mlp,1,9,67
0.1,10,61,cardinal,1,300,68
0.1,10,61,linear,1,269,68
0.1,10,61,mlp,1,509,68
0.1,10,62,cardinal,1,35,60
0.1,10,62,linear,1,30,60
0.1,10,62,mlp,1,28,60
0.1,10,63,cardinal,1,10,54
0.1,10,63,linear,1,9,54
0.1,10,63,mlp,1,9,54
0.1,10,64,cardinal,1,15,41
0.1,10,64,linear,1,23,41
0.1,10,64,mlp,1,15,41
0.1,10,65,cardinal,1,14,42
0.1,10,65,linear,1,14,42
0.1,10,65,mlp,1,58,42
0.1,10,66,cardinal,1,20,72
0.1,10,66,linear,1,21,72
0.1,10,66,mlp,1,26,72
0.1,10,67,cardinal,1,14,59
0.1,10,67,linear,1,13,59
0.1,10,67,mlp,1,22,59
0.1,10,68,cardinal,1,11,60
0.1,10,68,linear,1,11,60
0.1,10,68,mlp,1,13,60
0.1,10,69,cardinal,1,8,52
0.1,10,69,linear,1,8,52
0.1,10,69,mlp,1,8,52
0.1,10,70,cardinal,1,43,51
0.1,10,70,linear,1,33,51
0.1,10,70,mlp,1,393,51
0.1,10,71,cardinal,1,11,55
0.1,10,71,linear,1,14,55
0.1,10,71,mlp,1,32,55
0.1,10,72,cardinal,1,161,55
0.1,10,72,linear,1,84,55
0.1,10,72,mlp,1,106,55
0.1,10,73,cardinal,1,5,36
0.1,10,73,linear,1,5,36
0.1,10,73,mlp,1,6,36
0.1,10,74,cardinal,1,34,47
0.1,10,74,linear,1,25,47
0.1,10,74,mlp,1,52,47
0.1,10,75,cardinal,1,7,46
0.1,10,75,linear,1,5,46
0.1,10,75,mlp,1,4,46
0.1,10,76,cardinal,1,32,52
0.1,10,76,linear,1,9,52
0.1,10,76,mlp,1,14,52
0.1,10,77,cardinal,1,6,53
0.1,10,77,linear,1,6,53
0.1,10,77,mlp,1,6,53
0.1,10,78,cardinal,1,18,64
0.1,10,78,linear,1,15,64
0.1,10,78,mlp,1,19,64
0.1,10,79,cardinal,1,32,52
0.1,10,79,linear,1,25,52
0.1,10,79,mlp,1,38,52
0.1,12,0,cardinal,1,13,73
0.1,12,0,linear,1,13,73
0.1,12,0,mlp,1,13,73
0.1,12,1,cardinal,1,180,94
0.1,12,1,linear,1,24,94
0.1,12,1,mlp,1,23,94
0.1,12,2,cardinal,1,98,61
0.1,12,2,linear,1,46,61
0.1,12,2,mlp,1,80,61
0.1,12,3,cardinal,1,101,75
0.1,12,3,linear,1,95,75
0.1,12,3,mlp,1,76,75
0.1,12,4,cardinal,1,9,75
0.1,12,4,linear,1,9,75
0.1,12,4,mlp,1,9,75
0.1,12,5,cardinal,1,36,86
0.1,12,5,linear,1,24,86
0.1,12,5,mlp,1,103,86
0.1,12,6,cardinal,1,14,54
0.1,12,6,linear,1,24,54
0.1,12,6,mlp,1,12,54
0.1,12,7,cardinal,1,24,80
0.1,12,7,linear,1,28,80
0.1,12,7,mlp,1,51,80
0.1,12,8,cardinal,1,929,73
0.1,12,8,linear,1,638,73
0.1,12,8,mlp,1,109,73
0.1,12,9,cardinal,1,36,66
0.1,12,9,linear,1,28,66
0.1,12,9,mlp,1,46,66
0.1,12,10,cardinal,1,5805,79
0.1,12,10,linear,1,2114,79
0.1,12,10,mlp,0,8000,
0.1,12,11,cardinal,1,126,61
0.1,12,11,linear,1,95,61
0.1,12,11,mlp,1,76,61
0.1,12,12,cardinal,1,105,75
0.1,12,12,linear,1,78,75
0.1,12,12,mlp,1,256,75
0.1,12,13,cardinal,1,78,78
0.1,12,13,linear,1,79,78
0.1,12,13,mlp,1,156,78
0.1,12,14,cardinal,1,16,77
0.1,12,14,linear,1,19,77
0.1,12,14,mlp,1,17,77
0.1,12,15,cardinal,1,13,66
0.1,12,15,linear,1,20,66
0.1,12,15,mlp,1,20,66
0.1,12,16,cardinal,1,19,80
0.1,12,16,linear,1,18,80
0.1,12,16,mlp,1,17,80
0.1,12,17,cardinal,1,175,71
0.1,12,17,linear,1,130,71
0.1,12,17,mlp,1,589,71
0.1,12,18,cardinal,1,112,70
0.1,12,18,linear,1,63,70
0.1,12,18,mlp,1,170,70
0.1,12,19,cardinal,1,28,69
0.1,12,19,linear,1,30,69
0.1,12,19,mlp,1,69,69
0.1,12,20,cardinal,1,28,53
0.1,12,20,linear,1,27,53
0.1,12,20,mlp,1,50,53
0.1,12,21,cardinal,1,43,62
0.1,12,21,linear,1,41,62
0.1,12,21,mlp,1,59,62
0.1,12,22,cardinal,1,5,64
0.1,12,22,linear,1,6,64
0.1,12,22,mlp,1,6,64
0.1,12,23,cardinal,1,8,58
0.1,12,23,linear,1,8,58
0.1,12,23,mlp,1,9,58
0.1,12,24,cardinal,1,71,78
0.1,12,24,linear,1,26,78
0.1,12,24,mlp,1,23,78
0.1,12,25,cardinal,1,3,81
0.1,12,25,linear,1,3,81
0.1,12,25,mlp,1,4,81
0.1,12,26,cardinal,1,365,69
0.1,12,26,linear,1,83,69
0.1,12,26,mlp,1,210,69
0.1,12,27,cardinal,1,615,80
0.1,12,27,linear,1,682,80
0.1,12,27,mlp,0,8000,
0.1,12,28,cardinal,1,196,70
0.1,12,28,linear,1,129,70
0.1,12,28,mlp,1,232,70
0.1,12,29,cardinal,1,281,58
0.1,12,29,linear,1,32,58
0.1,12,29,mlp,1,54,58
0.1,12,30,cardinal,1,85,65
0.1,12,30,linear,1,77,65
0.1,12,30,mlp,1,43,65
0.1,12,31,cardinal,1,51,69
0.1,12,31,linear,1,59,69
0.1,12,31,mlp,1,95,69
0.1,12,32,cardinal,1,16,72
0.1,12,32,linear,1,19,72
0.1,12,32,mlp,1,30,72
0.1,12,33,cardinal,1,843,64
0.1,12,33,linear,1,596,64
0.1,12,33,mlp,1,1135,64
0.1,12,34,cardinal,1,23,76
0.1,12,34,linear,1,22,76
0.1,12,34,mlp,1,135,76
0.1,12,35,cardinal,1,63,59
0.1,12,35,linear,1,46,59
0.1,12,35,mlp,1,173,59
0.1,12,36,cardinal,1,9,57
0.1,12,36,linear,1,9,57
0.1,12,36,mlp,1,10,57
0.1,12,37,cardinal,1,9,65
0.1,12,37,linear,1,9,65
0.1,12,37,mlp,1,13,65
0.1,12,38,cardinal,1,102,60
0.1,12,38,linear,1,49,60
0.1,12,38,mlp,1,43,60
0.1,12,39,cardinal,1,11,85
0.1,12,39,linear,1,11,85
0.1,12,39,mlp,1,10,85
0.1,12,40,cardinal,1,2475,86
0.1,12,40,linear,1,2424,86
0.1,12,40,mlp,1,3310,86
0.1,12,41,cardinal,1,26,69
0.1,12,41,linear,1,20,69
0.1,12,41,mlp,1,39,69
0.1,12,42,cardinal,1,10,72
0.1,12,42,linear,1,10,72
0.1,12,42,mlp,1,10,72
0.1,12,43,cardinal,1,505,60
0.1,12,43,linear,1,104,60
0.1,12,43,mlp,1,231,60
0.1,12,44,cardinal,1,8,71
0.1,12,44,linear,1,9,71
0.1,12,44,mlp,1,8,71
0.1,12,45,cardinal,1,8,66
0.1,12,45,linear,1,8,66
0.1,12,45,mlp,1,8,66
0.1,12,46,cardinal,1,32,87
0.1,12,46,linear,1,41,87
0.1,12,46,mlp,1,85,87
0.1,12,47,cardinal,1,16,88
0.1,12,47,linear,1,12,88
0.1,12,47,mlp,1,37,88
0.1,12,48,cardinal,1,43,68
0.1,12,48,linear,1,22,68
0.1,12,48,mlp,1,40,68
0.1,12,49,cardinal,1,31,75
0.1,12,49,linear,1,43,75
0.1,12,49,mlp,1,329,75
0.1,12,50,cardinal,1,11,62
0.1,12,50,linear,1,11,62
0.1,12,50,mlp,1,11,62
0.1,12,51,cardinal,1,12,73
0.1,12,51,linear,1,12,73
0.1,12,51,mlp,1,12,73
0.1,12,52,cardinal,1,486,68
0.1,12,52,linear,1,401,68
0.1,12,52,mlp,1,387,68
0.1,12,53,cardinal,1,1007,74
0.1,12,53,linear,1,69,74
0.1,12,53,mlp,1,658,74
0.1,12,54,cardinal,1,6251,86
0.1,12,54,linear,1,5309,86
0.1,12,54,mlp,0,8000,
0.1,12,55,cardinal,1,28,62
0.1,12,55,linear,1,19,62
0.1,12,55,mlp,1,28,62
0.1,12,56,cardinal,1,395,74
0.1,12,56,linear,1,191,74
0.1,12,56,mlp,1,524,74
0.1,12,57,cardinal,1,296,59
0.1,12,57,linear,1,40,59
0.1,12,57,mlp,1,287,59
0.1,12,58,cardinal,1,27,78
0.1,12,58,linear,1,49,78
0.1,12,58,mlp,1,19,78
0.1,12,59,cardinal,1,262,75
0.1,12,59,linear,1,78,75
0.1,12,59,mlp,1,384,75
0.1,12,60,cardinal,1,92,80
0.1,12,60,linear,1,117,80
0.1,12,60,mlp,1,46,80
0.1,12,61,cardinal,1,1234,87
0.1,12,61,linear,1,1510,87
0.1,12,61,mlp,1,6511,87
0.1,12,62,cardinal,0,8000,
0.1,12,62,linear,1,1107,87
0.1,12,62,mlp,0,8000,
0.1,12,63,cardinal,1,1439,69
0.1,12,63,linear,1,970,69
0.1,12,63,mlp,1,804,69
0.1,12,64,cardinal,1,332,59
0.1,12,64,linear,1,226,59
0.1,12,64,mlp,1,267,59
0.1,12,65,cardinal,1,29,61
0.1,12,65,linear,1,35,61
0.1,12,65,mlp,1,92,61
0.1,12,66,cardinal,1,101,83
0.1,12,66,linear,1,48,83
0.1,12,66,mlp,1,607,83
0.1,12,67,cardinal,1,39,66
0.1,12,67,linear,1,41,66
0.1,12,67,mlp,1,25,66
0.1,12,68,cardinal,1,38,72
0.1,12,68,linear,1,24,72
0.1,12,68,mlp,1,40,72
0.1,12,69,cardinal,1,36,59
0.1,12,69,linear,1,17,59
0.1,12,69,mlp,1,15,59
0.1,12,70,cardinal,1,43,58
0.1,12,70,linear,1,31,58
0.1,12,70,mlp,1,500,58
0.1,12,71,cardinal,1,12,64
0.1,12,71,linear,1,24,64
0.1,12,71,mlp,1,58,64
0.1,12,72,cardinal,1,545,69
0.1,12,72,linear,1,148,69
0.1,12,72,mlp,1,381,69
0.1,12,73,cardinal,1,1928,51
0.1,12,73,linear,1,650,51
0.1,12,73,mlp,1,2111,51
0.1,12,74,cardinal,1,591,58
0.1,12,74,linear,1,318,58
0.1,12,74,mlp,1,449,58
0.1,12,75,cardinal,1,13,57
0.1,12,75,linear,1,11,57
0.1,12,75,mlp,1,24,57
0.1,12,76,cardinal,1,34,67
0.1,12,76,linear,1,14,67
0.1,12,76,mlp,1,70,67
0.1,12,77,cardinal,1,7,63
0.1,12,77,linear,1,6,63
0.1,12,77,mlp,1,6,63
0.1,12,78,cardinal,1,265,78
0.1,12,78,linear,1,26,78
0.1,12,78,mlp,1,29,78
0.1,12,79,cardinal,1,33,59
0.1,12,79,linear,1,26,59
0.1,12,79,mlp,1,42,59
0.1,14,0,cardinal,1,16,85
0.1,14,0,linear,1,15,85
0.1,14,0,mlp,1,16,85
0.1,14,1,cardinal,1,4136,108
0.1,14,1,linear,1,222,108
0.1,14,1,mlp,1,217,108
0.1,14,2,cardinal,1,104,68
0.1,14,2,linear,1,50,68
0.1,14,2,mlp,1,119,68
0.1,14,3,cardinal,1,429,90
0.1,14,3,linear,1,582,90
0.1,14,3,mlp,1,782,90
0.1,14,4,cardinal,1,73,83
0.1,14,4,linear,1,66,83
0.1,14,4,mlp,1,115,83
0.1,14,5,cardinal,1,75,94
0.1,14,5,linear,1,41,94
0.1,14,5,mlp,1,757,94
0.1,14,6,cardinal,1,19,67
0.1,14,6,linear,1,28,67
0.1,14,6,mlp,1,21,67
0.1,14,7,cardinal,1,367,90
0.1,14,7,linear,1,420,90
0.1,14,7,mlp,1,3697,90
0.1,14,8,cardinal,1,1305,82
0.1,14,8,linear,1,1020,82
0.1,14,8,mlp,1,81,82
0.1,14,9,cardinal,1,134,78
0.1,14,9,linear,1,51,78
0.1,14,9,mlp,1,69,78
0.1,14,10,cardinal,0,8000,
0.1,14,10,linear,0,8000,
0.1,14,10,mlp,0,8000,
0.1,14,11,cardinal,1,1563,78
0.1,14,11,linear,1,334,78
0.1,14,11,mlp,1,1788,78
0.1,14,12,cardinal,1,110,89
0.1,14,12,linear,1,101,89
0.1,14,12,mlp,1,2407,89
0.1,14,13,cardinal,1,324,91
0.1,14,13,linear,1,228,91
0.1,14,13,mlp,1,614,91
0.1,14,14,cardinal,1,16,86
0.1,14,14,linear,1,19,86
0.1,14,14,mlp,1,22,86
0.1,14,15,cardinal,1,70,75
0.1,14,15,linear,1,40,75
0.1,14,15,mlp,1,38,75
0.1,14,16,cardinal,1,65,95
0.1,14,16,linear,1,59,95
0.1,14,16,mlp,1,2284,95
0.1,14,17,cardinal,1,200,87
0.1,14,17,linear,1,139,87
0.1,14,17,mlp,1,922,87
0.1,14,18,cardinal,1,330,81
0.1,14,18,linear,1,62,81
0.1,14,18,mlp,1,212,81
0.1,14,19,cardinal,1,35,82
0.1,14,19,linear,1,30,82
0.1,14,19,mlp,1,71,82
0.1,14,20,cardinal,1,156,62
0.1,14,20,linear,1,75,62
0.1,14,20,mlp,1,95,62
0.1,14,21,cardinal,1,909,85
0.1,14,21,linear,1,336,85
0.1,14,21,mlp,1,1202,85
0.1,14,22,cardinal,1,70,75
0.1,14,22,linear,1,49,75
0.1,14,22,mlp,1,61,75
0.1,14,23,cardinal,1,128,72
0.1,14,23,linear,1,66,72
0.1,14,23,mlp,1,145,72
0.1,14,24,cardinal,1,411,86
0.1,14,24,linear,1,87,86
0.1,14,24,mlp,1,121,86
0.1,14,25,cardinal,1,19,99
0.1,14,25,linear,1,24,99
0.1,14,25,mlp,1,26,99
0.1,14,26,cardinal,0,8000,
0.1,14,26,linear,1,1424,87
0.1,14,26,mlp,1,7747,87
0.1,14,27,cardinal,1,615,87
0.1,14,27,linear,1,689,87
0.1,14,27,mlp,0,8000,
0.1,14,28,cardinal,1,186,76
0.1,14,28,linear,1,152,76
0.1,14,28,mlp,1,530,76
0.1,14,29,cardinal,1,3766,69
0.1,14,29,linear,1,241,69
0.1,14,29,mlp,1,681,69
0.1,14,30,cardinal,1,641,76
0.1,14,30,linear,1,531,76
0.1,14,30,mlp,1,500,76
0.1,14,31,cardinal,1,51,80
0.1,14,31,linear,1,140,80
0.1,14,31,mlp,1,143,80
0.1,14,32,cardinal,1,16,83
0.1,14,32,linear,1,19,83
0.1,14,32,mlp,1,30,83
0.1,14,33,cardinal,0,8000,
0.1,14,33,linear,1,2143,78
0.1,14,33,mlp,0,8000,
0.1,14,34,cardinal,1,26,90
0.1,14,34,linear,1,29,90
0.1,14,34,mlp,1,52,90
0.1,14,35,cardinal,1,253,69
0.1,14,35,linear,1,175,69
0.1,14,35,mlp,1,222,69
0.1,14,36,cardinal,1,12,67
0.1,14,36,linear,1,25,67
0.1,14,36,mlp,1,19,67
0.1,14,37,cardinal,1,389,80
0.1,14,37,linear,1,428,80
0.1,14,37,mlp,1,400,80
0.1,14,38,cardinal,1,96,70
0.1,14,38,linear,1,50,70
0.1,14,38,mlp,1,47,70
0.1,14,39,cardinal,1,21,96
0.1,14,39,linear,1,16,96
0.1,14,39,mlp,1,22,96
0.1,14,40,cardinal,1,2617,96
0.1,14,40,linear,1,3988,96
0.1,14,40,mlp,0,8000,
0.1,14,41,cardinal,1,84,85
0.1,14,41,linear,1,45,85
0.1,14,41,mlp,1,31,85
0.1,14,42,cardinal,1,12,84
0.1,14,42,linear,1,12,84
0.1,14,42,mlp,1,13,84
0.1,14,43,cardinal,1,1661,74
0.1,14,43,linear,1,382,74
0.1,14,43,mlp,1,540,74
0.1,14,44,cardinal,1,195,87
0.1,14,44,linear,1,326,87
0.1,14,44,mlp,1,145,87
0.1,14,45,cardinal,1,327,85
0.1,14,45,linear,1,132,85
0.1,14,45,mlp,1,355,85
0.1,14,46,cardinal,1,37,95
0.1,14,46,linear,1,55,95
0.1,14,46,mlp,1,89,95
0.1,14,47,cardinal,1,30,92
0.1,14,47,linear,1,25,92
0.1,14,47,mlp,1,64,92
0.1,14,48,cardinal,1,71,78
0.1,14,48,linear,1,32,78
0.1,14,48,mlp,1,72,78
0.1,14,49,cardinal,1,88,87
0.1,14,49,linear,1,114,87
0.1,14,49,mlp,1,3949,87
0.1,14,50,cardinal,1,270,80
0.1,14,50,linear,1,368,80
0.1,14,50,mlp,1,312,80
0.1,14,51,cardinal,1,64,84
0.1,14,51,linear,1,63,84
0.1,14,51,mlp,1,975,84
0.1,14,52,cardinal,0,8000,
0.1,14,52,linear,1,938,88
0.1,14,52,mlp,1,4545,88
0.1,14,53,cardinal,1,7428,81
0.1,14,53,linear,1,605,81
0.1,14,53,mlp,1,2827,81
0.1,14,54,cardinal,0,8000,
0.1,14,54,linear,0,8000,
0.1,14,54,mlp,0,8000,
