density,agents,seed,method,success,expansions,cost,runtime
0.1,10,28,linear,1,10,86,0.00548
0.1,10,28,mlp,1,9,86,0.00506
0.1,10,29,cardinal,1,6,92,0.00577
0.1,10,29,linear,1,6,92,0.00582
0.1,10,29,mlp,1,6,92,0.00606
0.1,12,0,cardinal,1,7,71,0.00493
0.1,12,0,linear,1,8,71,0.00622
0.1,12,0,mlp,1,7,71,0.00523
0.1,12,1,cardinal,1,26,106,0.01808
0.1,12,1,linear,1,29,106,0.02409
0.1,12,1,mlp,1,413,106,0.30991
0.1,12,2,cardinal,1,24,95,0.01509
0.1,12,2,linear,1,33,95,0.0226
0.1,12,2,mlp,1,24,95,0.01803
0.1,12,3,cardinal,1,5,89,0.00343
0.1,12,3,linear,1,5,89,0.00326
0.1,12,3,mlp,1,4,89,0.00277
0.1,12,4,cardinal,1,6,94,0.00369
0.1,12,4,linear,1,6,94,0.00324
0.1,12,4,mlp,1,6,94,0.00323
0.1,12,5,cardinal,1,6,113,0.00457
0.1,12,5,linear,1,6,113,0.00523
0.1,12,5,mlp,1,7,113,0.00586
0.1,12,6,cardinal,1,16,100,0.01222
0.1,12,6,linear,1,15,100,0.01108
0.1,12,6,mlp,1,57,100,0.0399
0.1,12,7,cardinal,1,32,92,0.02135
0.1,12,7,linear,1,32,92,0.02369
0.1,12,7,mlp,1,32,92,0.02377
0.1,12,8,cardinal,1,8,80,0.00435
0.1,12,8,linear,1,7,80,0.00411
0.1,12,8,mlp,1,7,80,0.0042
0.1,12,9,cardinal,1,8,106,0.00536
0.1,12,9,linear,1,8,106,0.00624
0.1,12,9,mlp,1,8,106,0.00567
0.1,12,10,cardinal,1,12,124,0.00951
0.1,12,10,linear,1,12,124,0.01047
0.1,12,10,mlp,1,13,124,0.01122
0.1,12,11,cardinal,1,6,82,0.00298
0.1,12,11,linear,1,7,82,0.00369
0.1,12,11,mlp,1,6,82,0.0035
0.1,12,12,cardinal,1,10,75,0.00666
0.1,12,12,linear,1,7,75,0.00575
0.1,12,12,mlp,1,7,75,0.0057
0.1,12,13,cardinal,1,7,97,0.00444
0.1,12,13,linear,1,6,97,0.00413
0.1,12,13,mlp,1,6,97,0.00412
0.1,12,14,cardinal,1,21,95,0.00899
0.1,12,14,linear,1,21,95,0.01057
0.1,12,14,mlp,1,52,95,0.0254
0.1,12,15,cardinal,1,14,89,0.01167
0.1,12,15,linear,1,14,89,0.01228
0.1,12,15,mlp,1,13,89,0.01138
0.1,12,16,cardinal,1,4,100,0.00214
0.1,12,16,linear,1,4,100,0.00226
0.1,12,16,mlp,1,4,100,0.00227
0.1,12,17,cardinal,1,25,110,0.01932
0.1,12,17,linear,1,17,110,0.01513
0.1,12,17,mlp,1,31,110,0.02569
0.1,12,18,cardinal,1,7,85,0.0046
0.1,12,18,linear,1,9,85,0.00604
0.1,12,18,mlp,1,9,85,0.00579
0.1,12,19,cardinal,1,6,99,0.00497
0.1,12,19,linear,1,6,99,0.00503
0.1,12,19,mlp,1,6,99,0.00526
0.1,12,20,cardinal,1,14,85,0.00819
0.1,12,20,linear,1,15,85,0.00977
0.1,12,20,mlp,1,14,85,0.00883
0.1,12,21,cardinal,1,5,89,0.00322
0.1,12,21,linear,1,5,89,0.00356
0.1,12,21,mlp,1,5,89,0.00355
0.1,12,22,cardinal,1,8,87,0.00466
0.1,12,22,linear,1,8,87,0.00501
0.1,12,22,mlp,1,7,87,0.0046
0.1,12,23,cardinal,1,9,105,0.0059
0.1,12,23,linear,1,8,105,0.00556
0.1,12,23,mlp,1,7,105,0.00454
0.1,12,24,cardinal,1,6,99,0.00385
0.1,12,24,linear,1,5,99,0.00377
0.1,12,24,mlp,1,4,99,0.00321
0.1,12,25,cardinal,1,3,92,0.00211
0.1,12,25,linear,1,3,92,0.00222
0.1,12,25,mlp,1,3,92,0.00212
0.1,12,26,cardinal,1,6,95,0.00465
0.1,12,26,linear,1,6,95,0.00494
0.1,12,26,mlp,1,6,95,0.00484
0.1,12,27,cardinal,1,19,110,0.01138
0.1,12,27,linear,1,20,110,0.0135
0.1,12,27,mlp,1,33,110,0.02241
0.1,12,28,cardinal,1,28,117,0.01731
0.1,12,28,linear,1,31,117,0.02268
0.1,12,28,mlp,1,85,117,0.05863
0.1,12,29,cardinal,1,8,105,0.00869
0.1,12,29,linear,1,10,105,0.01072
0.1,12,29,mlp,1,9,105,0.00974
0.1,14,0,cardinal,1,32,88,0.02443
0.1,14,0,linear,1,36,88,0.02819
0.1,14,0,mlp,1,29,88,0.02509
0.1,14,1,cardinal,1,33,121,0.02897
0.1,14,1,linear,1,29,121,0.02833
0.1,14,1,mlp,1,311,121,0.3051
0.1,14,2,cardinal,1,31,111,0.02032
0.1,14,2,linear,1,31,111,0.02578
0.1,14,2,mlp,1,55,111,0.04126
0.1,14,3,cardinal,1,5,104,0.00388
0.1,14,3,linear,1,5,104,0.0042
0.1,14,3,mlp,1,4,104,0.00318
0.1,14,4,cardinal,1,16,118,0.0112
0.1,14,4,linear,1,17,118,0.01377
0.1,14,4,mlp,1,52,118,0.03801
0.1,14,5,cardinal,1,19,126,0.01371
0.1,14,5,linear,1,17,126,0.01326
0.1,14,5,mlp,1,30,126,0.02144
0.1,14,6,cardinal,1,178,111,0.13071
0.1,14,6,linear,1,97,111,0.07247
0.1,14,6,mlp,1,184,111,0.14631
0.1,14,7,cardinal,1,32,114,0.02571
0.1,14,7,linear,1,32,114,0.02796
0.1,14,7,mlp,1,35,114,0.03127
0.1,14,8,cardinal,1,8,91,0.00539
0.1,14,8,linear,1,9,91,0.00662
0.1,14,8,mlp,1,7,91,0.00498
0.1,14,9,cardinal,0,8000,,5.40232
0.1,14,9,linear,0,8000,,5.53823
0.1,14,9,mlp,0,8000,,5.66394
0.1,14,10,cardinal,1,13,139,0.01153
0.1,14,10,linear,1,13,139,0.01163
0.1,14,10,mlp,1,17,139,0.01587
0.1,14,11,cardinal,1,10,101,0.00552
0.1,14,11,linear,1,14,101,0.00929
0.1,14,11,mlp,1,14,101,0.0097
0.1,14,12,cardinal,1,13,102,0.01222
0.1,14,12,linear,1,9,102,0.00818
0.1,14,12,mlp,1,12,102,0.01141
0.1,14,13,cardinal,1,8,113,0.00539
0.1,14,13,linear,1,8,113,0.00555
0.1,14,13,mlp,1,8,113,0.00566
0.1,14,14,cardinal,1,28,111,0.01504
0.1,14,14,linear,1,24,111,0.01395
0.1,14,14,mlp,1,58,111,0.03276
0.1,14,15,cardinal,1,20,105,0.01637
0.1,14,15,linear,1,19,105,0.01672
0.1,14,15,mlp,1,29,105,0.02535
0.1,14,16,cardinal,1,5,121,0.00331
0.1,14,16,linear,1,4,121,0.00288
0.1,14,16,mlp,1,5,121,0.0035
0.1,14,17,cardinal,1,27,131,0.02516
0.1,14,17,linear,1,18,131,0.01907
0.1,14,17,mlp,1,37,131,0.03703
0.1,14,18,cardinal,1,13,109,0.01005
0.1,14,18,linear,1,20,109,0.01836
0.1,14,18,mlp,1,12,109,0.00998
0.1,14,19,cardinal,1,12,114,0.01049
0.1,14,19,linear,1,14,114,0.01377
0.1,14,19,mlp,1,11,114,0.01009
0.1,14,20,cardinal,1,17,100,0.01178
0.1,14,20,linear,1,19,100,0.01698
0.1,14,20,mlp,1,25,100,0.01925
0.1,14,21,cardinal,1,7,119,0.00646
0.1,14,21,linear,1,7,119,0.00652
0.1,14,21,mlp,1,7,119,0.00792
0.1,14,22,cardinal,1,10,96,0.00656
0.1,14,22,linear,1,10,96,0.00701
0.1,14,22,mlp,1,10,96,0.00735
0.1,14,23,cardinal,1,23,116,0.01812
0.1,14,23,linear,1,14,116,0.01126
0.1,14,23,mlp,1,19,116,0.01294
0.1,14,24,cardinal,1,17,125,0.0143
0.1,14,24,linear,1,20,125,0.01881
0.1,14,24,mlp,1,15,125,0.01408
0.1,14,25,cardinal,1,5,111,0.00337
0.1,14,25,linear,1,5,111,0.00357
0.1,14,25,mlp,1,5,111,0.00375
0.1,14,26,cardinal,1,6,110,0.00529
0.1,14,26,linear,1,6,110,0.00541
0.1,14,26,mlp,1,6,110,0.00516
0.1,14,27,cardinal,1,21,127,0.01564
0.1,14,27,linear,1,22,127,0.01861
0.1,14,27,mlp,1,57,127,0.04215
0.1,14,28,cardinal,1,64,142,0.0468
0.1,14,28,linear,1,67,142,0.05517
0.1,14,28,mlp,1,2315,142,1.82417
0.1,14,29,cardinal,1,11,131,0.01294
0.1,14,29,linear,1,13,131,0.01482
0.1,14,29,mlp,1,13,131,0.01553
0.2,8,0,cardinal,1,24,94,0.01331
0.2,8,0,linear,1,21,94,0.01292
0.2,8,0,mlp,1,35,94,0.02061
0.2,8,1,cardinal,1,14,85,0.00682
0.2,8,1,linear,1,10,85,0.00554
0.2,8,1,mlp,1,18,85,0.00989
0.2,8,2,cardinal,1,5,64,0.00188
0.2,8,2,linear,1,5,64,0.00199
0.2,8,2,mlp,1,5,64,0.00199
0.2,8,3,cardinal,1,10,68,0.00401
0.2,8,3,linear,1,10,68,0.00425
0.2,8,3,mlp,1,12,68,0.00491
0.2,8,4,cardinal,1,8,53,0.00553
0.2,8,4,linear,1,8,53,0.00562
0.2,8,4,mlp,1,8,53,0.00561
0.2,8,5,cardinal,1,139,95,0.06153
0.2,8,5,linear,1,103,95,0.05262
0.2,8,5,mlp,1,180,95,0.08522
0.2,8,6,cardinal,1,1,80,0.00059
0.2,8,6,linear,1,1,80,0.00059
0.2,8,6,mlp,1,1,80,0.00057
0.2,8,7,cardinal,1,13,74,0.00746
0.2,8,7,linear,1,13,74,0.00817
0.2,8,7,mlp,1,14,74,0.00956
0.2,8,8,cardinal,1,10,67,0.00363
0.2,8,8,linear,1,10,67,0.00387
0.2,8,8,mlp,1,10,67,0.00394
0.2,8,9,cardinal,1,5,94,0.00277
0.2,8,9,linear,1,5,94,0.00298
0.2,8,9,mlp,1,5,94,0.00294
0.2,8,10,cardinal,1,3,90,0.00169
0.2,8,10,linear,1,3,90,0.00172
0.2,8,10,mlp,1,3,90,0.00165
0.2,8,11,cardinal,1,4,83,0.00252
0.2,8,11,linear,1,4,83,0.00263
0.2,8,11,mlp,1,4,83,0.00261
0.2,8,12,cardinal,1,7,63,0.00391
0.2,8,12,linear,1,8,63,0.00462
0.2,8,12,mlp,1,9,63,0.00532
0.2,8,13,cardinal,1,24,59,0.0102
0.2,8,13,linear,1,20,59,0.00973
0.2,8,13,mlp,1,33,59,0.01378
0.2,8,14,cardinal,1,64,91,0.0241
0.2,8,14,linear,1,65,91,0.03857
0.2,8,14,mlp,1,48,91,0.02631
0.2,8,15,cardinal,1,6,64,0.00231
0.2,8,15,linear,1,7,64,0.00267
0.2,8,15,mlp,1,7,64,0.00282
0.2,8,16,cardinal,1,8,45,0.00282
0.2,8,16,linear,1,8,45,0.00329
0.2,8,16,mlp,1,8,45,0.00294
0.2,8,17,cardinal,1,18,89,0.01187
0.2,8,17,linear,1,8,89,0.00663
0.2,8,17,mlp,1,18,89,0.01185
0.2,8,18,cardinal,1,9,63,0.00397
0.2,8,18,linear,1,6,63,0.00326
0.2,8,18,mlp,1,9,63,0.0041
0.2,8,19,cardinal,1,6,86,0.00239
0.2,8,19,linear,1,7,86,0.00331
0.2,8,19,mlp,1,6,86,0.00295
0.2,8,20,cardinal,1,29,50,0.01524
0.2,8,20,linear,1,14,50,0.00814
0.2,8,20,mlp,1,13,50,0.00713
0.2,8,21,cardinal,1,121,85,0.09312
0.2,8,21,linear,1,61,85,0.05952
0.2,8,21,mlp,1,1082,85,1.01726
0.2,8,22,cardinal,1,3,53,0.002
0.2,8,22,linear,1,2,53,0.00183
0.2,8,22,mlp,1,2,53,0.00176
0.2,8,23,cardinal,1,67,116,0.03431
0.2,8,23,linear,1,104,116,0.05449
0.2,8,23,mlp,1,151,116,0.07929
0.2,8,24,cardinal,1,5,52,0.00207
0.2,8,24,linear,1,4,52,0.00183
0.2,8,24,mlp,1,5,52,0.00206
0.2,8,25,cardinal,1,8,80,0.00338
0.2,8,25,linear,1,7,80,0.00354
0.2,8,25,mlp,1,7,80,0.00333
0.2,8,26,cardinal,1,14,70,0.01235
0.2,8,26,linear,1,11,70,0.00927
0.2,8,26,mlp,1,11,70,0.00952
0.2,8,27,cardinal,1,8,105,0.00472
0.2,8,27,linear,1,8,105,0.00527
0.2,8,27,mlp,1,22,105,0.01294
0.2,8,28,cardinal,1,3,71,0.00128
0.2,8,28,linear,1,3,71,0.00135
0.2,8,28,mlp,1,3,71,0.0013
0.2,8,29,cardinal,1,7,56,0.00325
0.2,8,29,linear,1,7,56,0.00344
0.2,8,29,mlp,1,7,56,0.00345
0.2,10,0,cardinal,1,660,125,0.44207
0.2,10,0,linear,1,216,125,0.15991
0.2,10,0,mlp,1,2570,125,1.98131
0.2,10,1,cardinal,1,20,104,0.01124
0.2,10,1,linear,1,14,104,0.00934
0.2,10,1,mlp,1,19,104,0.01329
0.2,10,2,cardinal,1,11,85,0.00488
0.2,10,2,linear,1,15,85,0.00781
0.2,10,2,mlp,1,17,85,0.00797
0.2,10,3,cardinal,1,101,91,0.04152
0.2,10,3,linear,1,149,91,0.06352
0.2,10,3,mlp,1,502,91,0.20809
0.2,10,4,cardinal,1,48,74,0.02409
0.2,10,4,linear,1,13,74,0.00827
0.2,10,4,mlp,1,28,74,0.01709
0.2,10,5,cardinal,1,876,119,0.44147
0.2,10,5,linear,1,555,119,0.34065
0.2,10,5,mlp,0,8000,,5.03523
0.2,10,6,cardinal,1,112,106,0.21892
0.2,10,6,linear,1,59,106,0.09369
0.2,10,6,mlp,0,6739,,12.0007
0.2,10,7,cardinal,1,323,104,0.35018
0.2,10,7,linear,1,41,104,0.05573
0.2,10,7,mlp,1,4693,104,5.56853
0.2,10,8,cardinal,1,35,85,0.01511
0.2,10,8,linear,1,30,85,0.01491
0.2,10,8,mlp,1,27,85,0.01294
0.2,10,9,cardinal,1,20,117,0.01067
0.2,10,9,linear,1,25,117,0.01358
0.2,10,9,mlp,1,87,117,0.04829
0.2,10,10,cardinal,0,8000,,9.73469
0.2,10,10,linear,1,79,140,0.33106
0.2,10,10,mlp,1,741,140,2.12206
0.2,10,11,cardinal,1,5,102,0.00328
0.2,10,11,linear,1,5,102,0.00337
0.2,10,11,mlp,1,5,102,0.00364
0.2,10,12,cardinal,1,14,79,0.00901
0.2,10,12,linear,1,12,79,0.00883
0.2,10,12,mlp,1,14,79,0.00996
0.2,10,13,cardinal,1,26,76,0.01324
0.2,10,13,linear,1,22,76,0.01187
0.2,10,13,mlp,1,26,76,0.01496
0.2,10,14,cardinal,1,1044,115,0.57495
0.2,10,14,linear,1,1161,115,1.27394
0.2,10,14,mlp,1,2019,115,1.93732
0.2,10,15,cardinal,1,38,87,0.0223
0.2,10,15,linear,1,33,87,0.02005
0.2,10,15,mlp,1,43,87,0.03065
0.2,10,16,cardinal,1,8,58,0.00316
0.2,10,16,linear,1,8,58,0.00334
0.2,10,16,mlp,1,8,58,0.00344
0.2,10,17,cardinal,1,29,97,0.01708
0.2,10,17,linear,1,12,97,0.00927
0.2,10,17,mlp,1,18,97,0.01273
0.2,10,18,cardinal,1,9,71,0.00435
0.2,10,18,linear,1,6,71,0.00356
0.2,10,18,mlp,1,9,71,0.00482
0.2,10,19,cardinal,1,25,102,0.01308
0.2,10,19,linear,1,27,102,0.02025
0.2,10,19,mlp,1,122,102,0.0693
0.2,10,20,cardinal,1,30,71,0.01891
0.2,10,20,linear,1,16,71,0.01051
0.2,10,20,mlp,1,15,71,0.00974
0.2,10,21,cardinal,1,642,111,0.43804
0.2,10,21,linear,1,181,111,0.17443
0.2,10,21,mlp,0,8000,,7.18789
0.2,10,22,cardinal,1,12,71,0.00847
0.2,10,22,linear,1,11,71,0.00859
0.2,10,22,mlp,1,11,71,0.00861
0.2,10,23,cardinal,1,85,140,0.05038
0.2,10,23,linear,1,108,140,0.07686
0.2,10,23,mlp,1,280,140,0.18435
0.2,10,24,cardinal,1,8,71,0.00417
0.2,10,24,linear,1,7,71,0.0042
0.2,10,24,mlp,1,9,71,0.00511
0.2,10,25,cardinal,1,227,98,0.09945
0.2,10,25,linear,1,100,98,0.05875
0.2,10,25,mlp,1,62,98,0.0335
0.2,10,26,cardinal,1,37,92,0.03535
0.2,10,26,linear,1,23,92,0.02275
0.2,10,26,mlp,1,154,92,0.15795
0.2,10,27,cardinal,1,21,130,0.013
0.2,10,27,linear,1,17,130,0.01211
0.2,10,27,mlp,1,124,130,0.07534
0.2,10,28,cardinal,1,6,84,0.00251
0.2,10,28,linear,1,6,84,0.00266
0.2,10,28,mlp,1,6,84,0.00279
0.2,10,29,cardinal,1,43,77,0.01844
0.2,10,29,linear,1,41,77,0.02151
0.2,10,29,mlp,1,90,77,0.05161
0.2,12,0,cardinal,1,488,135,0.37726
0.2,12,0,linear,1,273,135,0.22536
0.2,12,0,mlp,1,3880,135,3.26742
0.2,12,1,cardinal,1,28,133,0.01915
0.2,12,1,linear,1,36,133,0.03228
0.2,12,1,mlp,1,41,133,0.03362
0.2,12,2,cardinal,1,11,98,0.00581
0.2,12,2,linear,1,15,98,0.00833
0.2,12,2,mlp,1,17,98,0.00894
0.2,12,3,cardinal,1,739,108,0.32943
0.2,12,3,linear,1,340,108,0.16765
0.2,12,3,mlp,1,744,108,0.41693
0.2,12,4,cardinal,1,224,93,0.13532
0.2,12,4,linear,1,51,93,0.03642
0.2,12,4,mlp,1,212,93,0.1335
0.2,12,5,cardinal,0,8000,,4.77088
0.2,12,5,linear,0,8000,,5.93535
0.2,12,5,mlp,0,8000,,5.51542
0.2,12,6,cardinal,1,112,116,0.20399
0.2,12,6,linear,1,59,116,0.09458
0.2,12,6,mlp,0,6577,,12.00166
0.2,12,7,cardinal,1,660,121,0.68168
0.2,12,7,linear,1,78,121,0.12242
0.2,12,7,mlp,1,185,121,0.26439
0.2,12,8,cardinal,1,37,102,0.0197
0.2,12,8,linear,1,32,102,0.01911
0.2,12,8,mlp,1,64,102,0.0334
0.2,12,9,cardinal,1,63,136,0.0397
0.2,12,9,linear,1,50,136,0.03764
0.2,12,9,mlp,1,331,136,0.22676
0.2,12,10,cardinal,0,8000,,10.5934
0.2,12,10,linear,1,82,156,0.34487
0.2,12,10,mlp,1,771,156,2.27613
0.2,12,11,cardinal,1,21,120,0.0131
0.2,12,11,linear,1,16,120,0.01155
0.2,12,11,mlp,1,18,120,0.01278
0.2,12,12,cardinal,1,123,104,0.08058
0.2,12,12,linear,1,42,104,0.03489
0.2,12,12,mlp,1,90,104,0.07353
0.2,12,13,cardinal,1,26,91,0.01495
0.2,12,13,linear,1,22,91,0.01361
0.2,12,13,mlp,1,29,91,0.01818
0.2,12,14,cardinal,1,4715,129,3.68483
0.2,12,14,linear,1,4148,129,6.20756
0.2,12,14,mlp,0,8000,,10.83458
0.2,12,15,cardinal,1,67,102,0.03888
0.2,12,15,linear,1,53,102,0.03588
0.2,12,15,mlp,1,119,102,0.07224
0.2,12,16,cardinal,1,24,68,0.00949
0.2,12,16,linear,1,25,68,0.01094
0.2,12,16,mlp,1,36,68,0.01545
0.2,12,17,cardinal,1,446,127,0.3378
0.2,12,17,linear,1,61,127,0.06991
0.2,12,17,mlp,1,567,127,0.54346
0.2,12,18,cardinal,1,73,87,0.03219
0.2,12,18,linear,1,69,87,0.03239
0.2,12,18,mlp,1,111,87,0.06066
0.2,12,19,cardinal,0,8000,,8.82936
0.2,12,19,linear,1,140,122,0.24413
0.2,12,19,mlp,1,2043,122,1.91131
0.2,12,20,cardinal,1,113,102,0.14187
0.2,12,20,linear,1,61,102,0.09375
0.2,12,20,mlp,1,50,102,0.0812
0.2,12,21,cardinal,1,1209,121,0.90212
0.2,12,21,linear,1,207,121,0.21812
0.2,12,21,mlp,0,8000,,7.72776
